Region/Country/Area,Region,Year,Series,Value
854,Burkina Faso,2018,Students enrolled in primary education (thousands),3206.06
854,Burkina Faso,2018,Gross enrollment ratio - Primary (male),96.8757
854,Burkina Faso,2018,Gross enrollment ratio - Primary (female),95.2773
854,Burkina Faso,2018,Students enrolled in secondary education (thousands),1281.007
854,Burkina Faso,2018,Gross enrollment ratio - Secondary (male),40.6902
854,Burkina Faso,2018,Gross enrollment ratio - Secondary (female),40.73
854,Burkina Faso,2018,Students enrolled in tertiary education (thousands),117.725
854,Burkina Faso,2018,Gross enrollment ratio - Tertiary (male),8.1867
854,Burkina Faso,2018,Gross enrollment ratio - Tertiary (female),4.765
108,Burundi,2005,Students enrolled in primary education (thousands),1036.859
108,Burundi,2005,Gross enrollment ratio - Primary (male),87.275
108,Burundi,2005,Gross enrollment ratio - Primary (female),74.6891
108,Burundi,2005,Students enrolled in secondary education (thousands),171.11
108,Burundi,2005,Gross enrollment ratio - Secondary (male),14.9529
108,Burundi,2005,Gross enrollment ratio - Secondary (female),11.0235
108,Burundi,2005,Students enrolled in tertiary education (thousands),16.915
108,Burundi,2005,Gross enrollment ratio - Tertiary (male),3.5784
108,Burundi,2005,Gross enrollment ratio - Tertiary (female),1.3573
108,Burundi,2010,Students enrolled in primary education (thousands),1849.861
108,Burundi,2010,Gross enrollment ratio - Primary (male),137.9514
108,Burundi,2010,Gross enrollment ratio - Primary (female),136.3874
108,Burundi,2010,Students enrolled in secondary education (thousands),337.577
108,Burundi,2010,Gross enrollment ratio - Secondary (male),27.1467
108,Burundi,2010,Gross enrollment ratio - Secondary (female),19.4541
108,Burundi,2010,Students enrolled in tertiary education (thousands),29.269
108,Burundi,2010,Gross enrollment ratio - Tertiary (male),4.2247
108,Burundi,2010,Gross enrollment ratio - Tertiary (female),2.2926
108,Burundi,2014,Students enrolled in primary education (thousands),2046.794
108,Burundi,2014,Gross enrollment ratio - Primary (male),132.1384
108,Burundi,2014,Gross enrollment ratio - Primary (female),136.472
108,Burundi,2014,Students enrolled in secondary education (thousands),583.308
108,Burundi,2014,Gross enrollment ratio - Secondary (male),42.0569
108,Burundi,2014,Gross enrollment ratio - Secondary (female),36.7759
108,Burundi,2014,Students enrolled in tertiary education (thousands),51.225
108,Burundi,2014,Gross enrollment ratio - Tertiary (male),7.7523
108,Burundi,2014,Gross enrollment ratio - Tertiary (female),2.5465
108,Burundi,2015,Students enrolled in primary education (thousands),2072.408
108,Burundi,2015,Gross enrollment ratio - Primary (male),129.0026
108,Burundi,2015,Gross enrollment ratio - Primary (female),132.8155
108,Burundi,2015,Students enrolled in secondary education (thousands),664.243
108,Burundi,2015,Gross enrollment ratio - Secondary (male),45.7998
108,Burundi,2015,Gross enrollment ratio - Secondary (female),42.8983
108,Burundi,2017,Students enrolled in primary education (thousands),2126.173
108,Burundi,2017,Gross enrollment ratio - Primary (male),122.9412
108,Burundi,2017,Gross enrollment ratio - Primary (female),124.7844
108,Burundi,2017,Students enrolled in secondary education (thousands),665.116
108,Burundi,2017,Gross enrollment ratio - Secondary (male),48.0776
108,Burundi,2017,Gross enrollment ratio - Secondary (female),50.4309
108,Burundi,2017,Students enrolled in tertiary education (thousands),61.724
108,Burundi,2017,Gross enrollment ratio - Tertiary (male),8.3698
108,Burundi,2017,Gross enrollment ratio - Tertiary (female),3.7548
108,Burundi,2018,Students enrolled in primary education (thousands),2170.884
108,Burundi,2018,Gross enrollment ratio - Primary (male),120.6705
108,Burundi,2018,Gross enrollment ratio - Primary (female),122.1784
108,Burundi,2018,Students enrolled in secondary education (thousands),674.855
108,Burundi,2018,Gross enrollment ratio - Secondary (male),45.8418
108,Burundi,2018,Gross enrollment ratio - Secondary (female),51.0897
132,Cabo Verde,2005,Students enrolled in primary education (thousands),82.985
132,Cabo Verde,2005,Gross enrollment ratio - Primary (male),116.694
132,Cabo Verde,2005,Gross enrollment ratio - Primary (female),111.7254
132,Cabo Verde,2005,Students enrolled in secondary education (thousands),52.671
132,Cabo Verde,2005,Gross enrollment ratio - Secondary (male),66.8304
132,Cabo Verde,2005,Gross enrollment ratio - Secondary (female),75.2758
132,Cabo Verde,2005,Students enrolled in tertiary education (thousands),3.91
132,Cabo Verde,2005,Gross enrollment ratio - Tertiary (male),7.3772
132,Cabo Verde,2005,Gross enrollment ratio - Tertiary (female),7.8808
132,Cabo Verde,2010,Students enrolled in primary education (thousands),71.134
132,Cabo Verde,2010,Gross enrollment ratio - Primary (male),115.165
132,Cabo Verde,2010,Gross enrollment ratio - Primary (female),107.0229
132,Cabo Verde,2010,Students enrolled in secondary education (thousands),61.677
132,Cabo Verde,2010,Gross enrollment ratio - Secondary (male),79.5786
132,Cabo Verde,2010,Gross enrollment ratio - Secondary (female),94.3203
132,Cabo Verde,2010,Students enrolled in tertiary education (thousands),10.144
132,Cabo Verde,2010,Gross enrollment ratio - Tertiary (male),15.7939
132,Cabo Verde,2010,Gross enrollment ratio - Tertiary (female),20.3214
132,Cabo Verde,2014,Students enrolled in primary education (thousands),67.023
132,Cabo Verde,2014,Gross enrollment ratio - Primary (male),111.5871
132,Cabo Verde,2014,Gross enrollment ratio - Primary (female),103.224
132,Cabo Verde,2014,Students enrolled in secondary education (thousands),59.823
132,Cabo Verde,2014,Gross enrollment ratio - Secondary (male),89.0978
132,Cabo Verde,2014,Gross enrollment ratio - Secondary (female),101.3207
132,Cabo Verde,2014,Students enrolled in tertiary education (thousands),13.397
132,Cabo Verde,2014,Gross enrollment ratio - Tertiary (male),19.5048
132,Cabo Verde,2014,Gross enrollment ratio - Tertiary (female),28.543
132,Cabo Verde,2015,Students enrolled in primary education (thousands),65.58
132,Cabo Verde,2015,Gross enrollment ratio - Primary (male),109.2221
132,Cabo Verde,2015,Gross enrollment ratio - Primary (female),101.7281
132,Cabo Verde,2015,Students enrolled in secondary education (thousands),58.657
132,Cabo Verde,2015,Gross enrollment ratio - Secondary (male),89.5908
132,Cabo Verde,2015,Gross enrollment ratio - Secondary (female),99.9576
132,Cabo Verde,2015,Students enrolled in tertiary education (thousands),12.538
132,Cabo Verde,2015,Gross enrollment ratio - Tertiary (male),18.777
132,Cabo Verde,2015,Gross enrollment ratio - Tertiary (female),27.458
132,Cabo Verde,2018,Students enrolled in primary education (thousands),64.127
132,Cabo Verde,2018,Gross enrollment ratio - Primary (male),107.5302
132,Cabo Verde,2018,Gross enrollment ratio - Primary (female),100.4555
132,Cabo Verde,2018,Students enrolled in secondary education (thousands),53.355
132,Cabo Verde,2018,Gross enrollment ratio - Secondary (male),83.852
132,Cabo Verde,2018,Gross enrollment ratio - Secondary (female),92.4977
132,Cabo Verde,2018,Students enrolled in tertiary education (thousands),11.659
132,Cabo Verde,2018,Gross enrollment ratio - Tertiary (male),19.0448
132,Cabo Verde,2018,Gross enrollment ratio - Tertiary (female),28.3465
116,Cambodia,2004,Students enrolled in primary education (thousands),2762.882
116,Cambodia,2004,Gross enrollment ratio - Primary (male),137.3132
116,Cambodia,2004,Gross enrollment ratio - Primary (female),126.3653
116,Cambodia,2004,Students enrolled in secondary education (thousands),630.102
116,Cambodia,2004,Gross enrollment ratio - Secondary (male),36.703
116,Cambodia,2004,Gross enrollment ratio - Secondary (female),25.7255
116,Cambodia,2004,Students enrolled in tertiary education (thousands),45.37
116,Cambodia,2004,Gross enrollment ratio - Tertiary (male),3.8969
116,Cambodia,2004,Gross enrollment ratio - Tertiary (female),1.7514
116,Cambodia,2005,Students enrolled in primary education (thousands),2695.372
116,Cambodia,2005,Gross enrollment ratio - Primary (male),135.6161
116,Cambodia,2005,Gross enrollment ratio - Primary (female),126.0035
116,Cambodia,2005,Students enrolled in tertiary education (thousands),56.81
116,Cambodia,2005,Gross enrollment ratio - Tertiary (male),4.6628
116,Cambodia,2005,Gross enrollment ratio - Tertiary (female),2.1241
116,Cambodia,2008,Students enrolled in primary education (thousands),2340.606
116,Cambodia,2008,Gross enrollment ratio - Primary (male),127.6374
116,Cambodia,2008,Gross enrollment ratio - Primary (female),119.7156
116,Cambodia,2008,Students enrolled in secondary education (thousands),930.2
116,Cambodia,2008,Gross enrollment ratio - Secondary (male),48.6682
116,Cambodia,2008,Gross enrollment ratio - Secondary (female),41.5992
116,Cambodia,2008,Students enrolled in tertiary education (thousands),137.49
116,Cambodia,2008,Gross enrollment ratio - Tertiary (male),12.0467
116,Cambodia,2008,Gross enrollment ratio - Tertiary (female),6.1814
116,Cambodia,2010,Students enrolled in primary education (thousands),2272.527
116,Cambodia,2010,Gross enrollment ratio - Primary (male),127.3753
116,Cambodia,2010,Gross enrollment ratio - Primary (female),120.185
116,Cambodia,2010,Students enrolled in tertiary education (thousands),195.166
116,Cambodia,2010,Gross enrollment ratio - Tertiary (male),17.3917
116,Cambodia,2010,Gross enrollment ratio - Tertiary (female),10.4713
116,Cambodia,2011,Students enrolled in primary education (thousands),2224.267
116,Cambodia,2011,Gross enrollment ratio - Primary (male),126.3292
116,Cambodia,2011,Gross enrollment ratio - Primary (female),117.8477
116,Cambodia,2011,Students enrolled in tertiary education (thousands),223.222
116,Cambodia,2011,Gross enrollment ratio - Tertiary (male),18.2324
116,Cambodia,2011,Gross enrollment ratio - Tertiary (female),11.4214
116,Cambodia,2014,Students enrolled in primary education (thousands),2128.685
116,Cambodia,2014,Gross enrollment ratio - Primary (male),120.0009
116,Cambodia,2014,Gross enrollment ratio - Primary (female),113.5403
116,Cambodia,2015,Students enrolled in primary education (thousands),2178.916
116,Cambodia,2015,Gross enrollment ratio - Primary (male),117.4935
116,Cambodia,2015,Gross enrollment ratio - Primary (female),116.6506
116,Cambodia,2015,Students enrolled in tertiary education (thousands),217.364
116,Cambodia,2015,Gross enrollment ratio - Tertiary (male),14.389
116,Cambodia,2015,Gross enrollment ratio - Tertiary (female),11.8107
116,Cambodia,2018,Students enrolled in primary education (thousands),2147.313
116,Cambodia,2018,Gross enrollment ratio - Primary (male),108.6861
116,Cambodia,2018,Gross enrollment ratio - Primary (female),106.0781
116,Cambodia,2018,Students enrolled in tertiary education (thousands),211.484
116,Cambodia,2018,Gross enrollment ratio - Tertiary (male),14.4196
116,Cambodia,2018,Gross enrollment ratio - Tertiary (female),12.9328
120,Cameroon,2005,Students enrolled in primary education (thousands),2977.781
120,Cameroon,2005,Gross enrollment ratio - Primary (male),112.5032
120,Cameroon,2005,Gross enrollment ratio - Primary (female),94.2691
120,Cameroon,2005,Students enrolled in secondary education (thousands),784.203
120,Cameroon,2005,Gross enrollment ratio - Secondary (male),30.2435
120,Cameroon,2005,Gross enrollment ratio - Secondary (female),23.8464
120,Cameroon,2005,Students enrolled in tertiary education (thousands),99.864
120,Cameroon,2005,Gross enrollment ratio - Tertiary (male),7.0577
120,Cameroon,2005,Gross enrollment ratio - Tertiary (female),4.6362
120,Cameroon,2009,Students enrolled in primary education (thousands),3350.662
120,Cameroon,2009,Gross enrollment ratio - Primary (male),113.8494
120,Cameroon,2009,Gross enrollment ratio - Primary (female),98.5768
120,Cameroon,2009,Students enrolled in secondary education (thousands),1268.655
120,Cameroon,2009,Gross enrollment ratio - Secondary (male),44.1316
120,Cameroon,2009,Gross enrollment ratio - Secondary (female),36.7865
120,Cameroon,2009,Students enrolled in tertiary education (thousands),174.144
120,Cameroon,2009,Gross enrollment ratio - Tertiary (male),10.1132
120,Cameroon,2009,Gross enrollment ratio - Tertiary (female),7.9754
120,Cameroon,2010,Students enrolled in primary education (thousands),3510.396
120,Cameroon,2010,Gross enrollment ratio - Primary (male),115.9688
120,Cameroon,2010,Gross enrollment ratio - Primary (female),100.1863
120,Cameroon,2010,Students enrolled in tertiary education (thousands),220.331
120,Cameroon,2010,Gross enrollment ratio - Tertiary (male),12.3037
120,Cameroon,2010,Gross enrollment ratio - Tertiary (female),10.0033
120,Cameroon,2014,Students enrolled in primary education (thousands),4142.775
120,Cameroon,2014,Gross enrollment ratio - Primary (male),119.7666
120,Cameroon,2014,Gross enrollment ratio - Primary (female),106.6981
120,Cameroon,2014,Students enrolled in secondary education (thousands),2000.076
120,Cameroon,2014,Gross enrollment ratio - Secondary (male),62.1351
120,Cameroon,2014,Gross enrollment ratio - Secondary (female),52.8349
120,Cameroon,2014,Students enrolled in tertiary education (thousands),349.756
120,Cameroon,2014,Gross enrollment ratio - Tertiary (male),18.2929
120,Cameroon,2014,Gross enrollment ratio - Tertiary (female),14.2563
120,Cameroon,2015,Students enrolled in primary education (thousands),4369.988
120,Cameroon,2015,Gross enrollment ratio - Primary (male),122.3912
120,Cameroon,2015,Gross enrollment ratio - Primary (female),109.9387
120,Cameroon,2015,Students enrolled in secondary education (thousands),2108.279
120,Cameroon,2015,Gross enrollment ratio - Secondary (male),63.6181
120,Cameroon,2015,Gross enrollment ratio - Secondary (female),54.3952
120,Cameroon,2015,Students enrolled in tertiary education (thousands),371.568
120,Cameroon,2015,Gross enrollment ratio - Tertiary (male),18.806
120,Cameroon,2015,Gross enrollment ratio - Tertiary (female),15.1074
120,Cameroon,2016,Students enrolled in primary education (thousands),4481.235
120,Cameroon,2016,Gross enrollment ratio - Primary (male),122.1565
120,Cameroon,2016,Gross enrollment ratio - Primary (female),109.9869
120,Cameroon,2016,Students enrolled in secondary education (thousands),2206.878
120,Cameroon,2016,Gross enrollment ratio - Secondary (male),64.6217
120,Cameroon,2016,Gross enrollment ratio - Secondary (female),55.4431
120,Cameroon,2016,Students enrolled in tertiary education (thousands),278.747
120,Cameroon,2016,Gross enrollment ratio - Tertiary (male),13.2612
120,Cameroon,2016,Gross enrollment ratio - Tertiary (female),11.6888
120,Cameroon,2017,Students enrolled in primary education (thousands),4371.381
120,Cameroon,2017,Gross enrollment ratio - Primary (male),116.0458
120,Cameroon,2017,Gross enrollment ratio - Primary (female),104.5063
120,Cameroon,2017,Students enrolled in tertiary education (thousands),290.259
120,Cameroon,2017,Gross enrollment ratio - Tertiary (male),14.0675
120,Cameroon,2017,Gross enrollment ratio - Tertiary (female),11.4444
120,Cameroon,2018,Students enrolled in primary education (thousands),4201.988
120,Cameroon,2018,Gross enrollment ratio - Primary (male),108.7065
120,Cameroon,2018,Gross enrollment ratio - Primary (female),98.0121
124,Canada,2002,Students enrolled in tertiary education (thousands),1254.833
124,Canada,2002,Gross enrollment ratio - Tertiary (male),50.6549
124,Canada,2002,Gross enrollment ratio - Tertiary (female),68.8968
124,Canada,2005,Students enrolled in primary education (thousands),2320.738
124,Canada,2005,Gross enrollment ratio - Primary (male),97.7712
124,Canada,2005,Gross enrollment ratio - Primary (female),96.9387
124,Canada,2005,Students enrolled in secondary education (thousands),2601.926
124,Canada,2005,Gross enrollment ratio - Secondary (male),102.4871
124,Canada,2005,Gross enrollment ratio - Secondary (female),100.2344
124,Canada,2010,Students enrolled in primary education (thousands),2168.022
124,Canada,2010,Gross enrollment ratio - Primary (male),98.3922
124,Canada,2010,Gross enrollment ratio - Primary (female),98.9051
124,Canada,2010,Students enrolled in secondary education (thousands),2611.619
124,Canada,2010,Gross enrollment ratio - Secondary (male),103.583
124,Canada,2010,Gross enrollment ratio - Secondary (female),101.1567
124,Canada,2010,Students enrolled in tertiary education (thousands),1430.169
124,Canada,2010,Gross enrollment ratio - Tertiary (male),52.0463
124,Canada,2010,Gross enrollment ratio - Tertiary (female),71.8228
124,Canada,2014,Students enrolled in primary education (thousands),2249.164
124,Canada,2014,Gross enrollment ratio - Primary (male),100.9487
124,Canada,2014,Gross enrollment ratio - Primary (female),102.1587
124,Canada,2014,Students enrolled in secondary education (thousands),2661.089
124,Canada,2014,Gross enrollment ratio - Secondary (male),109.0323
124,Canada,2014,Gross enrollment ratio - Secondary (female),109.6512
124,Canada,2014,Students enrolled in tertiary education (thousands),1577.766
124,Canada,2014,Gross enrollment ratio - Tertiary (male),56.3705
124,Canada,2014,Gross enrollment ratio - Tertiary (female),75.266
124,Canada,2015,Students enrolled in primary education (thousands),2303.964
124,Canada,2015,Gross enrollment ratio - Primary (male),102.0842
124,Canada,2015,Gross enrollment ratio - Primary (female),102.908
124,Canada,2015,Students enrolled in secondary education (thousands),2641.675
124,Canada,2015,Gross enrollment ratio - Secondary (male),109.884
124,Canada,2015,Gross enrollment ratio - Secondary (female),110.8576
124,Canada,2015,Students enrolled in tertiary education (thousands),1564.125
124,Canada,2015,Gross enrollment ratio - Tertiary (male),55.5311
124,Canada,2015,Gross enrollment ratio - Tertiary (female),74.4804
124,Canada,2017,Students enrolled in primary education (thousands),2364.626
124,Canada,2017,Gross enrollment ratio - Primary (male),101.0624
124,Canada,2017,Gross enrollment ratio - Primary (female),100.8191
124,Canada,2017,Students enrolled in secondary education (thousands),2653.009
124,Canada,2017,Gross enrollment ratio - Secondary (male),113.0467
124,Canada,2017,Gross enrollment ratio - Secondary (female),114.5206
124,Canada,2017,Students enrolled in tertiary education (thousands),1625.578
124,Canada,2017,Gross enrollment ratio - Tertiary (male),59.0687
124,Canada,2017,Gross enrollment ratio - Tertiary (female),79.2924
136,Cayman Islands,2003,Students enrolled in tertiary education (thousands),0.56
136,Cayman Islands,2005,Students enrolled in primary education (thousands),3.24
136,Cayman Islands,2005,Students enrolled in secondary education (thousands),2.824
136,Cayman Islands,2008,Students enrolled in primary education (thousands),3.736
136,Cayman Islands,2008,Students enrolled in secondary education (thousands),3.198
136,Cayman Islands,2008,Students enrolled in tertiary education (thousands),0.912
136,Cayman Islands,2013,Students enrolled in primary education (thousands),3.95
136,Cayman Islands,2013,Students enrolled in secondary education (thousands),3.387
136,Cayman Islands,2018,Students enrolled in primary education (thousands),4.299
136,Cayman Islands,2018,Students enrolled in secondary education (thousands),3.476
140,Central African Republic,2000,Students enrolled in tertiary education (thousands),6.323
140,Central African Republic,2000,Gross enrollment ratio - Tertiary (male),3.2347
140,Central African Republic,2000,Gross enrollment ratio - Tertiary (female),0.6185
140,Central African Republic,2001,Students enrolled in primary education (thousands),458.585
140,Central African Republic,2001,Gross enrollment ratio - Primary (male),91.7526
140,Central African Republic,2001,Gross enrollment ratio - Primary (female),63.8529
140,Central African Republic,2001,Students enrolled in secondary education (thousands),70.162
140,Central African Republic,2001,Gross enrollment ratio - Secondary (male),15.6637
140,Central African Republic,2001,Gross enrollment ratio - Secondary (female),8.331
140,Central African Republic,2002,Students enrolled in primary education (thousands),410.562
140,Central African Republic,2002,Gross enrollment ratio - Primary (male),81.162
140,Central African Republic,2002,Gross enrollment ratio - Primary (female),55.2638
140,Central African Republic,2002,Students enrolled in secondary education (thousands),71.893
140,Central African Republic,2004,Students enrolled in primary education (thousands),363.158
140,Central African Republic,2004,Gross enrollment ratio - Primary (male),68.7879
140,Central African Republic,2004,Gross enrollment ratio - Primary (female),46.4042
140,Central African Republic,2004,Students enrolled in tertiary education (thousands),6.384
140,Central African Republic,2005,Students enrolled in primary education (thousands),412.381
140,Central African Republic,2005,Gross enrollment ratio - Primary (male),75.1138
140,Central African Republic,2005,Gross enrollment ratio - Primary (female),52.6202
140,Central African Republic,2009,Students enrolled in primary education (thousands),608.075
140,Central African Republic,2009,Gross enrollment ratio - Primary (male),98.6719
140,Central African Republic,2009,Gross enrollment ratio - Primary (female),71.3901
140,Central African Republic,2009,Students enrolled in secondary education (thousands),93.341
140,Central African Republic,2009,Gross enrollment ratio - Secondary (male),17.4065
140,Central African Republic,2009,Gross enrollment ratio - Secondary (female),9.8354
140,Central African Republic,2009,Students enrolled in tertiary education (thousands),10.427
140,Central African Republic,2009,Gross enrollment ratio - Tertiary (male),3.5258
140,Central African Republic,2009,Gross enrollment ratio - Tertiary (female),1.5467
140,Central African Republic,2010,Students enrolled in primary education (thousands),636.871
140,Central African Republic,2010,Gross enrollment ratio - Primary (male),101.1559
140,Central African Republic,2010,Gross enrollment ratio - Primary (female),73.4072
140,Central African Republic,2010,Students enrolled in tertiary education (thousands),11.158
140,Central African Republic,2010,Gross enrollment ratio - Tertiary (male),4.0378
140,Central African Republic,2010,Gross enrollment ratio - Tertiary (female),1.3082
140,Central African Republic,2012,Students enrolled in primary education (thousands),662.317
140,Central African Republic,2012,Gross enrollment ratio - Primary (male),99.8222
140,Central African Republic,2012,Gross enrollment ratio - Primary (female),75.7121
140,Central African Republic,2012,Students enrolled in secondary education (thousands),125.907
140,Central African Republic,2012,Gross enrollment ratio - Secondary (male),22.8628
140,Central African Republic,2012,Gross enrollment ratio - Secondary (female),11.9232
140,Central African Republic,2012,Students enrolled in tertiary education (thousands),12.522
140,Central African Republic,2012,Gross enrollment ratio - Tertiary (male),4.3642
140,Central African Republic,2012,Gross enrollment ratio - Tertiary (female),1.601
140,Central African Republic,2016,Students enrolled in primary education (thousands),813.767
140,Central African Republic,2016,Gross enrollment ratio - Primary (male),114.5607
140,Central African Republic,2016,Gross enrollment ratio - Primary (female),89.3694
140,Central African Republic,2016,Students enrolled in secondary education (thousands),118.883
140,Central African Republic,2016,Gross enrollment ratio - Secondary (male),18.2263
140,Central African Republic,2016,Gross enrollment ratio - Secondary (female),11.841
140,Central African Republic,2017,Students enrolled in secondary education (thousands),137.844
140,Central African Republic,2017,Gross enrollment ratio - Secondary (male),20.4812
140,Central African Republic,2017,Gross enrollment ratio - Secondary (female),13.7776
148,Chad,2005,Students enrolled in primary education (thousands),1262.393
148,Chad,2005,Gross enrollment ratio - Primary (male),85.3118
148,Chad,2005,Gross enrollment ratio - Primary (female),57.7772
148,Chad,2005,Students enrolled in secondary education (thousands),245.286
148,Chad,2005,Gross enrollment ratio - Secondary (male),23.1702
148,Chad,2005,Gross enrollment ratio - Secondary (female),8.0297
148,Chad,2005,Students enrolled in tertiary education (thousands),12.373
148,Chad,2005,Gross enrollment ratio - Tertiary (male),2.6613
148,Chad,2005,Gross enrollment ratio - Tertiary (female),0.1715
148,Chad,2010,Students enrolled in primary education (thousands),1727.03
148,Chad,2010,Gross enrollment ratio - Primary (male),94.6384
148,Chad,2010,Gross enrollment ratio - Primary (female),69.1015
148,Chad,2010,Students enrolled in secondary education (thousands),430.383
148,Chad,2010,Gross enrollment ratio - Secondary (male),31.6873
148,Chad,2010,Gross enrollment ratio - Secondary (female),13.394
148,Chad,2010,Students enrolled in tertiary education (thousands),22.13
148,Chad,2010,Gross enrollment ratio - Tertiary (male),3.5601
148,Chad,2010,Gross enrollment ratio - Tertiary (female),0.6207
148,Chad,2014,Students enrolled in primary education (thousands),2442.66
148,Chad,2014,Gross enrollment ratio - Primary (male),115.8003
148,Chad,2014,Gross enrollment ratio - Primary (female),87.3129
148,Chad,2014,Students enrolled in secondary education (thousands),508.73
148,Chad,2014,Gross enrollment ratio - Secondary (male),31.7155
148,Chad,2014,Gross enrollment ratio - Secondary (female),14.2843
148,Chad,2014,Students enrolled in tertiary education (thousands),42.463
148,Chad,2014,Gross enrollment ratio - Tertiary (male),5.7242
148,Chad,2014,Gross enrollment ratio - Tertiary (female),1.1284
148,Chad,2015,Students enrolled in primary education (thousands),2270.104
148,Chad,2015,Gross enrollment ratio - Primary (male),103.6697
148,Chad,2015,Gross enrollment ratio - Primary (female),79.4482
148,Chad,2015,Students enrolled in secondary education (thousands),513.248
148,Chad,2015,Gross enrollment ratio - Secondary (male),30.8952
148,Chad,2015,Gross enrollment ratio - Secondary (female),13.8638
148,Chad,2015,Students enrolled in tertiary education (thousands),41.821
148,Chad,2015,Gross enrollment ratio - Tertiary (male),5.0318
148,Chad,2015,Gross enrollment ratio - Tertiary (female),1.4592
148,Chad,2016,Students enrolled in primary education (thousands),2213.223
148,Chad,2016,Gross enrollment ratio - Primary (male),98.1793
148,Chad,2016,Gross enrollment ratio - Primary (female),75.4687
148,Chad,2016,Students enrolled in secondary education (thousands),535.112
148,Chad,2016,Gross enrollment ratio - Secondary (male),30.8916
148,Chad,2016,Gross enrollment ratio - Secondary (female),14.1596
152,Chile,2005,Students enrolled in primary education (thousands),1720.951
152,Chile,2005,Gross enrollment ratio - Primary (male),106.8901
152,Chile,2005,Gross enrollment ratio - Primary (female),102.1463
152,Chile,2005,Students enrolled in secondary education (thousands),1630.099
152,Chile,2005,Gross enrollment ratio - Secondary (male),92.9039
152,Chile,2005,Gross enrollment ratio - Secondary (female),94.1103
152,Chile,2005,Students enrolled in tertiary education (thousands),663.694
152,Chile,2005,Gross enrollment ratio - Tertiary (male),50.4398
152,Chile,2005,Gross enrollment ratio - Tertiary (female),48.265
152,Chile,2010,Students enrolled in primary education (thousands),1546.543
152,Chile,2010,Gross enrollment ratio - Primary (male),105.2214
152,Chile,2010,Gross enrollment ratio - Primary (female),102.2248
152,Chile,2010,Students enrolled in secondary education (thousands),1518.224
152,Chile,2010,Gross enrollment ratio - Secondary (male),88.6649
152,Chile,2010,Gross enrollment ratio - Secondary (female),91.3997
152,Chile,2010,Students enrolled in tertiary education (thousands),987.643
152,Chile,2010,Gross enrollment ratio - Tertiary (male),65.4751
152,Chile,2010,Gross enrollment ratio - Tertiary (female),70.3285
152,Chile,2014,Students enrolled in primary education (thousands),1469.099
152,Chile,2014,Gross enrollment ratio - Primary (male),102.4792
152,Chile,2014,Gross enrollment ratio - Primary (female),99.3477
152,Chile,2014,Students enrolled in secondary education (thousands),1556.372
152,Chile,2014,Gross enrollment ratio - Secondary (male),100.2607
152,Chile,2014,Gross enrollment ratio - Secondary (female),101.1185
152,Chile,2014,Students enrolled in tertiary education (thousands),1205.182
152,Chile,2014,Gross enrollment ratio - Tertiary (male),78.3795
152,Chile,2014,Gross enrollment ratio - Tertiary (female),87.4553
152,Chile,2015,Students enrolled in primary education (thousands),1477.538
152,Chile,2015,Gross enrollment ratio - Primary (male),102.1826
152,Chile,2015,Gross enrollment ratio - Primary (female),99.1322
152,Chile,2015,Students enrolled in secondary education (thousands),1546.323
152,Chile,2015,Gross enrollment ratio - Secondary (male),101.4551
152,Chile,2015,Gross enrollment ratio - Secondary (female),102.1185
152,Chile,2015,Students enrolled in tertiary education (thousands),1221.774
152,Chile,2015,Gross enrollment ratio - Tertiary (male),80.7368
152,Chile,2015,Gross enrollment ratio - Tertiary (female),89.9431
152,Chile,2017,Students enrolled in primary education (thousands),1514.761
152,Chile,2017,Gross enrollment ratio - Primary (male),102.8662
152,Chile,2017,Gross enrollment ratio - Primary (female),99.9425
152,Chile,2017,Students enrolled in secondary education (thousands),1520.724
152,Chile,2017,Gross enrollment ratio - Secondary (male),101.6411
152,Chile,2017,Gross enrollment ratio - Secondary (female),102.0284
152,Chile,2017,Students enrolled in tertiary education (thousands),1238.992
152,Chile,2017,Gross enrollment ratio - Tertiary (male),82.4613
152,Chile,2017,Gross enrollment ratio - Tertiary (female),94.6628
156,China,2001,Students enrolled in primary education (thousands),130132.548
156,China,2001,Gross enrollment ratio - Primary (male),112.8065
156,China,2001,Gross enrollment ratio - Primary (female),111.8342
156,China,2001,Students enrolled in secondary education (thousands),86516.712
156,China,2001,Gross enrollment ratio - Secondary (male),62.0471
156,China,2001,Gross enrollment ratio - Secondary (female),57.9949
156,China,2001,Students enrolled in tertiary education (thousands),9398.581
156,China,2003,Students enrolled in secondary education (thousands),95624.76
156,China,2003,Gross enrollment ratio - Secondary (male),63.9028
156,China,2003,Gross enrollment ratio - Secondary (female),60.2562
156,China,2003,Students enrolled in tertiary education (thousands),15186.217
156,China,2003,Gross enrollment ratio - Tertiary (male),16.874
156,China,2003,Gross enrollment ratio - Tertiary (female),13.9475
156,China,2005,Students enrolled in tertiary education (thousands),20601.219
156,China,2005,Gross enrollment ratio - Tertiary (male),20.0283
156,China,2005,Gross enrollment ratio - Tertiary (female),18.0885
156,China,2010,Students enrolled in primary education (thousands),101018.623
156,China,2010,Gross enrollment ratio - Primary (male),99.7705
156,China,2010,Gross enrollment ratio - Primary (female),98.0429
156,China,2010,Students enrolled in secondary education (thousands),99218.082
156,China,2010,Gross enrollment ratio - Secondary (male),88.317
156,China,2010,Gross enrollment ratio - Secondary (female),88.0127
