Library Full Name,Library Number,Year,Ontario Library Service Region,Service Type,Mailing Address,Street Address,City/Town,Province,Postal Code,Web Site Address,No. Cardholders,English Print Titles Held,French Print Titles Held,Other Print Titles Held,Total Print Titles Held,English E-book and E-audio Titles,French E-book and E-audio Titles,Other E-book and E-audio Titles,Total E-book and E-audio Titles
Moonbeam Twp,L0211,2018,Ontario Library Service - North,Public or Union Library,C.P. 370 ,53 Avenue St-Aubin ,Moonbeam,Ontario,P0L1V0,http://www.biblio.moonbeam.ca/,303,"4,453","13,469",10,"17,932","83,412","6,447",41,"89,900"
Morley Twp,L0135,2018,Ontario Library Service - North,Contracting Municipality,P.O. Box 40 ,11331 Highway #11 ,Stratton,Ontario,P0W1N0,www.townshipofmorley.ca,0,0,0,0,0,0,0,0,0
Mulmur Twp,L0333,2018,Southern Ontario Library Service,Contracting Municipality,758070 2nd Line East ,758070 2nd Line East ,Mulmur,Ontario,L9V0G8,www.mulmurtownship.ca,0,0,0,0,0,0,0,0,0
Muskoka Lakes Twp,L0212,2018,Southern Ontario Library Service,Public or Union Library,69 Joseph Street P.O. Box 189 ,69 Joseph Street ,Port Carling,Ontario,P0B1J0,muskokalakes.olsn.ca,"2,623","32,358",89,0,"32,447","82,191",619,41,"82,851"
Nairn & Hyman Twp,L0214,2018,Ontario Library Service - North,Contracting Municipality,64 McIntyre Street ,,Nairn Centre,Ontario,P0M2L0,www.nairncentre.ca,0,0,0,0,0,0,0,0,0
Naotkamegwanning FN,L0409,2018,Ontario Library Service - North,First Nations Library,General Delivery ,Northwest Angle Education Authority ,Naotkamegwanning,Ontario,P0X1L0,wbnaea@kmts.ca,353,"8,300",0,50,"8,350",0,0,0,0
"Neebing, Municipality of",L0442,2018,Ontario Library Service - North,Contracting Municipality,4766 Hwy 61 ,4766 Hwy 61 ,Neebing,Ontario,P7L0B5,www.neebing.org,0,0,0,0,0,0,0,0,0
New Credit FN,L0410,2018,Southern Ontario Library Service,First Nations Library,R.R. # 6 ,"Blue #2789, 1st line, Mississauga Road ",Hagersville,Ontario,N0A1H0,,251,"2,427",0,0,"2,427",0,0,0,0
New Tecumseth,L0207,2018,Southern Ontario Library Service,Public or Union Library,17 Victoria Street East P.O. Box 399 ,17 Victoria Street East P.O. Box 399 ,Alliston,Ontario,L9R1V6,www.ntpl.ca,"8,957","88,136",20,67,"88,223","12,701",147,374,"13,222"
Newmarket,L0019,2018,Southern Ontario Library Service,Public or Union Library,438 Park Avenue ,,Newmarket,Ontario,L3Y1W1,www.newmarketpl.ca,"23,645","176,129","5,528","1,401","183,058","115,069","6,515",59,"121,643"
Niagara Falls,L0222,2018,Southern Ontario Library Service,Public or Union Library,4848 Victoria Avenue ,,Niagara Falls,Ontario,L2E4C5,www.nflibrary.ca,"34,487","81,493","1,194",0,"82,687","85,681",619,41,"86,341"
Niagara-on-the-Lake,L0223,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 430 ,10 Anderson Lane ,Niagara-on-the-Lake,Ontario,L0S1J0,www.notlpubliclibrary.org,"4,956","24,395",61,0,"24,456",768,0,0,768
Nipigon Twp,L0225,2018,Ontario Library Service - North,Public or Union Library,52 Front Street Box 728 ,52 Front Street ,Nipigon,Ontario,P0T2J0,https://nipigon.net/residents/nipigon-public-library/,643,"14,248",0,0,"14,248","192,191",619,41,"192,851"
Nipissing FN,L0412,2018,Ontario Library Service - North,First Nations Library,36 Semo Road ,24 Semo Road ,Garden Village,Ontario,P2B3K2,www.nfn.ca,74,"3,822",0,79,"3,901",0,0,0,0
Norfolk County,L0480,2018,Southern Ontario Library Service,Public or Union Library,46 Colborne St. South ,Colborne St. S. ,Simcoe,Ontario,N3Y4H3,www.ncpl.ca,"18,012","64,678","1,799",970,"67,447","95,826","6,470",62,"102,358"
North Bay,L0227,2018,Ontario Library Service - North,Public or Union Library,271 Worthington Street East ,271 Worthington Street East ,North Bay,Ontario,P1B1H1,www.city.north-bay.on.ca/library/,"48,113","138,491","11,134",39,"149,664","82,191",619,41,"82,851"
North Grenville Twp,L0228,2018,Southern Ontario Library Service,Public or Union Library,1 Water P.O. Box 538 ,1 Water Street ,Kemptville,Ontario,K0G1J0,www.ngpl.ca,"5,284","30,710","2,748",0,"33,458","82,191",619,41,"82,851"
North Kawartha Twp,L0382,2018,Southern Ontario Library Service,Public or Union Library,175 Burleigh Street Box 335 ,175 Burleigh St. ,Apsley,Ontario,K0L1A0,www.northkawarthalibrary.com,"6,651","11,980",35,0,"12,015","82,191",619,41,"82,851"
North Perth,L0231,2018,Southern Ontario Library Service,Public or Union Library,216 Winstanley ,216 Winstanley ,Monkton,Ontario,N0K1P0,www.northperth.library.on.ca,"3,161","36,321",0,0,"36,321","35,067",196,261,"35,524"
North Shore Twp,L0215,2018,Ontario Library Service - North,Contracting Municipality,1385 Hwy. 17 P.O. Box 108 ,1385 Hwy. 17 ,Algoma Mills,Ontario,P0R1A0,www.townshipofthenorthshore.ca,0,0,0,0,0,0,0,0,0
Northeastern Manitoulin and the Islands,L0232,2018,Ontario Library Service - North,Public or Union Library,50 Meredith Street West P.O. Box 790 ,50 Meredith Street West ,Little Current On,Ontario,P0P1K0,http://www.nemilib.vianet.ca/,559,"12,491",0,0,"12,491","82,191",619,41,"82,851"
O'Connor Twp,L0248,2018,Ontario Library Service - North,Contracting Municipality,330 Hwy 595 R.R. #1 ,330 Hwy 595 ,Kakabeka Falls,Ontario,P0T1W0,www.oconnortownship.ca,0,0,0,0,0,0,0,0,0
Oakville,L0247,2018,Southern Ontario Library Service,Public or Union Library,120 Navy Street ,120 Navy Street ,Oakville,Ontario,L6J2Z4,www.opl.on.ca,"62,615","124,025","7,441","3,883","135,349","27,812","1,029",96,"28,937"
Ojibways of Onigaming FN,L0413,2018,Ontario Library Service - North,First Nations Library,P.O. Box 509 ,"Mikinaak Rd, 212 Mikinaak Onigaming Sch. ",Nestor Falls,Ontario,P0X1K0,www.voyageur.ca/~ojibonig/,100,"3,000",0,0,"3,000",10,0,0,10
Oliver Paipoonge,L0165,2018,Ontario Library Service - North,Public or Union Library,4569 Oliver Road P.O.Box 26 ,4569 Oliver Road ,Murillo,Ontario,P0T2G0,http://www.oliverpaipoonge.olsn.ca/,"1,509","13,176",30,0,"13,206","82,191",619,41,"82,851"
Opasatika,L0250,2018,Ontario Library Service - North,Public or Union Library,P.O. Box 100 ,6 St Antoine Street ,Opasatika,Ontario,P0L1Z0,https://sites.google.com/site/bibliothequeopasatika/,136,"1,597","8,963",0,"10,560",0,0,0,0
Orangeville,L0074,2018,Southern Ontario Library Service,Public or Union Library,1 Mill Street ,1 Mill Street ,Orangeville,Ontario,L9W2M2,www.orangeville.library.on.ca,"7,743","64,376","2,501",52,"66,929","83,911",619,41,"84,571"
Orillia,L0023,2018,Southern Ontario Library Service,Public or Union Library,36 Mississaga St W ,36 Mississaga St W ,Orillia,Ontario,L3V3A6,http://www.orilliapubliclibrary.ca,"17,739","66,591",580,25,"67,196","82,502",619,41,"83,162"
Oro-Medonte Twp,L0252,2018,Southern Ontario Library Service,Contracting Municipality,148 Line 7 South ,148 Line 7 South ,Oro-Medonte,Ontario,L0L2E0,www.oro-medonte.ca,0,0,0,0,0,0,0,0,0
Oshawa,L0253,2018,Southern Ontario Library Service,Public or Union Library,65 Bagot Street ,,Oshawa,Ontario,L1H1N2,www.oshawalibrary.on.ca,"46,671","161,491","5,191","1,924","168,606","351,583",0,0,"351,583"
Otonabee-South Monaghan Twp,L0255,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 9 ,3252 County Road 2 ,Keene,Ontario,K0L2G0,www.otosoumon.library.on.ca,"1,967","34,466",250,96,"34,812","82,191",619,41,"82,851"
Ottawa,L0481,2018,Southern Ontario Library Service,Public or Union Library,120 Metcalfe Street ,,Ottawa,Ontario,K1P5M2,www. biblioottawalibrary.ca,"308,880","300,987","80,753","35,369","417,109","60,572","4,714",670,"65,956"
Owen Sound & North Grey Union,L0256,2018,Southern Ontario Library Service,Public or Union Library,824 First Avenue West ,,Owen Sound,Ontario,N4K4K4,www.owensound.library.on.ca,"11,796","75,855","1,274",0,"77,129","82,191",619,41,"82,851"
Oxford County,L0257,2018,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",21 Reeve St. P.O. Box 1614 ,21 Reeve St. P.O. Box 1614 ,Woodstock,Ontario,N4S7Y3,http://www.ocl.net,"17,049","75,150",726,564,"76,440","92,744",619,41,"93,404"
Papineau-Cameron Twp,L0260,2018,Ontario Library Service - North,Contracting Municipality,4861 Hwy 17 P.O. Box 630 ,4861 Hwy 17 P.O. Box 630 ,Mattawa,Ontario,P0H1V0,papineaucameron.ca,0,0,0,0,0,0,0,0,0
Parry Sound,L0095,2018,Ontario Library Service - North,Public or Union Library,29 Mary Street ,29 Mary Street ,Parry Sound,Ontario,P2A1E3,www.parrysoundlibrary.ca,"3,481","30,709",73,0,"30,782","82,191",619,41,"82,851"
Pelham,L0262,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 830 ,43 Pelham Town Square ,Fonthill,Ontario,L0S1E0,www.pelhamlibrary.on.ca,"4,077","30,420",151,0,"30,571","82,191",619,41,"82,851"
Pembroke,L0071,2018,Southern Ontario Library Service,Public or Union Library,237 Victoria Street ,237 Victoria Street ,Pembroke,Ontario,K8A4K5,www.pembrokelibrary.ca,"2,020","62,102","1,671",0,"63,773","17,345",92,0,"17,437"
Penetanguishene,L0263,2018,Southern Ontario Library Service,Public or Union Library,24 Simcoe Street ,24 Simcoe Street ,Penetanguishene,Ontario,L9M1R6,www.penetanguishene.library.on.ca,"3,045","25,185","4,178",0,"29,363","12,701",147,374,"13,222"
Perry Twp,L0202,2018,Ontario Library Service - North,Public or Union Library,25 Joseph P.O. Box 39 ,25 Joseph St ,Emsdale,Ontario,P0A1J0,http:\\perry.olsn.ca,521,"12,709",34,0,"12,743","82,302",619,41,"82,962"
Perth and District Union,L0264,2018,Southern Ontario Library Service,Public or Union Library,30 Herriott Street ,,Perth,Ontario,K7H1T2,www.perthunionlibrary.ca,"6,205","38,485",924,2,"39,411","82,392",619,41,"83,052"
Perth East,L0265,2018,Southern Ontario Library Service,Public or Union Library,19 Mill Street East 190 ,19 Mill Street East ,Milverton,Ontario,N0K1M0,www.pertheast.library.on.ca,"1,260","20,938",14,0,"20,952","35,067",196,26,"35,289"
Perth South Twp,L0266,2018,Southern Ontario Library Service,Contracting Municipality,3191 Road 122 ,,St. Pauls,Ontario,N0K1V0,www.perthsouth.ca,0,0,0,0,0,0,0,0,0
Petawawa,L0267,2018,Southern Ontario Library Service,Public or Union Library,16 Civic Centre Road ,16 Civic Centre Road ,Petawawa,Ontario,K8H3H5,www.petawawapubliclibrary.ca,"7,635","43,578","3,809",24,"47,411","82,729",620,41,"83,390"
Peterborough,L0268,2018,Southern Ontario Library Service,Public or Union Library,345 Aylmer Street North ,345 Aylmer Street North ,Peterborough,Ontario,K9H3V7,www.ptbolibrary.ca,"16,847","108,957","2,090",67,"111,114","86,770",619,41,"87,430"
Phelps,L0261,2018,Ontario Library Service - North,LSB Library,41 Old Mill Road ,9311 Highway 63 ,Redbridge,Ontario,P0H2A0,http://phelpstownship.ca/Library/Phelps%20Public%20Library%20Redbridge.htm,125,"9,700",0,30,"9,730",0,0,0,0
Pickering,L0340,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 368 ,One The Esplanade ,Pickering,Ontario,L1V6K7,www.picnet.org,"40,815","102,367","5,884","1,253","109,504","96,348",619,41,"97,008"
Port Colborne,L0024,2018,Southern Ontario Library Service,Public or Union Library,310 King Street ,,Port Colborne,Ontario,L3K4H1,www.portcolbornelibrary.org,"7,766","37,139",252,0,"37,391","82,630",619,41,"83,290"
Port Hope,L0499,2018,Southern Ontario Library Service,Public or Union Library,31 Queen Street ,31 Queen Street ,Port Hope,Ontario,L1A2Y8,www.porthopepubliclibrary.ca,"16,424","47,749",224,0,"47,973","82,191",619,41,"82,851"
Powassan & District Union Public Library,L0273,2018,Ontario Library Service - North,Public or Union Library,324 Clark Street P.O. Box 160 ,324 Clark Street ,Powassan,Ontario,P0H1Z0,www.powassanlibrary.com,"2,018","11,557",453,0,"12,010","82,289",619,41,"82,949"
Prescott,L0274,2018,Southern Ontario Library Service,Public or Union Library,360 Dibble Street West P.O. Box 430 ,360 Dibble Street West ,Prescott,Ontario,K0E1T0,http://www.prescott.ca/library,"1,600","31,973",261,0,"32,234","82,191",619,41,"82,851"
Prince Edward County,L0276,2018,Southern Ontario Library Service,Public or Union Library,208 Main Street ,,Picton,Ontario,K0K2T0,www.peclibrary.org,"6,247","32,090",966,468,"33,524","82,191",619,41,"82,851"
Prince Twp Public Library,L0275,2018,Ontario Library Service - North,Public or Union Library,3042 Second Line West RR6 ,3042 Second Line West RR6 ,Prince Township,Ontario,P6A6K4,www.olsn.ca/princetownship,235,"5,239",97,0,"5,336","82,191",619,41,"82,851"
Quinte West,L0285,2018,Southern Ontario Library Service,Public or Union Library,7 Creswell Drive ,7 Creswell Drive ,Trenton,Ontario,K8V6X5,www.library.quintewest.ca,"8,567","94,288","3,161",0,"97,449","82,213",619,41,"82,873"
Rainy River,L0131,2018,Ontario Library Service - North,Public or Union Library,Box 308 ,334 4th Street ,Rainy River,Ontario,P0W1L0,www.rainyriverlibrary.com,698,"13,601",52,45,"13,698","131,002",619,41,"131,662"
Rainy River FN,L0446,2018,Ontario Library Service - North,First Nations Library,Box 450 ,,Emo,Ontario,P0W1E0,,80,"1,500",0,10,"1,510",0,0,0,0
Ramara Twp,L0287,2018,Southern Ontario Library Service,Public or Union Library,5482 Highway 12 South P.O. Box 158 ,5482 Highway #12 South ,Ramara,Ontario,L3V0S2,www.ramarapubliclibrary.org,"2,019","19,087",0,0,"19,087","94,892",766,415,"96,073"
Red Lake,L0290,2018,Ontario Library Service - North,Public or Union Library,12 Fifth St. P.O. Box 280 ,12 Fifth Street ,Balmertown,Ontario,P0V1C0,http://www.olsn.ca/redlake,"1,359","24,903",274,0,"25,177","82,191",619,41,"82,851"
Red Rock Twp,L0291,2018,Ontario Library Service - North,Public or Union Library,42 Salls Street P.O. Box 285 ,42 Salls Street ,Red Rock,Ontario,P0T2P0,www.olsn.ca/redrock,483,"15,350",63,0,"15,413","82,321",619,41,"82,981"
Renfrew,L0292,2018,Southern Ontario Library Service,Public or Union Library,13 Railway Avenue ,13 Railway Avenue ,Renfrew,Ontario,K7V3A9,http://www.renfrew.ca/library-welcome.cfm,"3,331","21,738",161,0,"21,899","82,191",619,41,"82,851"
Restoule LSB,L0293,2018,Ontario Library Service - North,Contracting LSB,General Delivery ,General Delivery ,Restoule,Ontario,P0H2R0,no current website,0,0,0,0,0,0,0,0,0
Richmond Hill,L0294,2018,Southern Ontario Library Service,Public or Union Library,1 Atkinson Street ,1 Atkinson Street ,Richmond Hill,Ontario,L4C0H5,www.rhpl.ca,"72,694","168,761","8,206","24,622","201,589","153,285","23,741",863,"177,889"
Rideau Lakes Public Library,L0498,2018,Southern Ontario Library Service,Public or Union Library,24 Halladay Street Box 189 ,24 Halladay Street ,Elgin,Ontario,K0G1E0,www.rlpl.ca,"5,848","27,126",182,0,"27,308","82,191",619,0,"82,810"
Robinson  LSB,L0297,2018,Ontario Library Service - North,Contracting LSB,20563 Hwy 540 ,20563 Hwy 540 ,Silver Water,Ontario,P0P1Y0,LSB has no website,0,0,0,0,0,0,0,0,0
Rossport LSB,L0299,2018,Ontario Library Service - North,Contracting LSB,P.O. Box 62 ,,Rossport,Ontario,P0T2R0,,0,0,0,0,0,0,0,0,0
Russell,L0300,2018,Southern Ontario Library Service,Public or Union Library,1053 Concession 280 ,1053 Concession 280 ,Russell,Ontario,K4R1E1,www.russellbiblio.com,"7,095","25,325","25,402",0,"50,727","82,191","6,231",41,"88,463"
Sables-Spanish Rivers Twp,L0303,2018,Ontario Library Service - North,Public or Union Library,185 Grove P.O. Box 40 ,185 Grove Street ,Massey,Ontario,P0P1P0,Http://www.masseylibrary.com,827,"14,691",346,0,"15,037","82,191",619,41,"82,851"
Sachigo Lake FN,L1084,2018,Ontario Library Service - North,First Nations Library,General Delivery ,,Sachigo Lake,Ontario,P0V2P0,,75,"11,500",0,10,"11,510",0,0,0,0
Sagamok Anishnawbek FN,L0432,2018,Ontario Library Service - North,First Nations Library,Box 610 ,,Massey,Ontario,P0P1P0,,175,"2,981",0,0,"2,981",0,0,0,0
Saugeen FN,L0415,2018,Southern Ontario Library Service,First Nations Library,"GMB # 3, Site #3 ",812 French Bay Road ,Southampton,Ontario,N0H2L0,,196,"16,927",8,20,"16,955",0,0,0,0
Sault Ste. Marie,L0191,2018,Ontario Library Service - North,Public or Union Library,50 East Street ,50 East Street ,Sault Ste. Marie,Ontario,P6A3C3,www.ssmpl.ca,"18,159","96,259","2,882",555,"99,696","77,042",639,95,"77,776"
Schreiber Twp,L0301,2018,Ontario Library Service - North,Public or Union Library,314 Scotia Street P.O. Box 39 ,314 Scotia Street ,Schreiber,Ontario,P0T2S0,www.schreiberlibrary.ca,812,"13,021",138,1,"13,160","82,191",619,41,"82,851"
Scugog Memorial,L0304,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 1049 ,231 Water Street ,Port Perry,Ontario,L9L1A8,www.scugoglibrary.ca,"6,459","41,121",577,0,"41,698","82,191",619,41,"82,851"
Seguin Twp,L0321,2018,Ontario Library Service - North,Public or Union Library,15 Humphrey Street ,15 Humphrey Street ,Seguin,Ontario,P2A2W8,www.seguinpubliclibraries.ca,"2,365","32,714",0,0,"32,714","82,191",619,41,"82,851"
Seine River FN,L0416,2018,Ontario Library Service - North,First Nations Library,P.O. Box 129 ,Learning Centre Road ,Seine River FN,Ontario,P0W1H0,,32,"8,116",0,0,"8,116",0,0,0,0
Selwyn,L0309,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 500 ,836 Charles Street ,Bridgenorth,Ontario,K0L1H0,www.MyPublicLibrary.ca,"5,106","42,679",217,0,"42,896","83,075",884,41,"84,000"
Serpent River FN,L0417,2018,Ontario Library Service - North,First Nations Library,49 Village Road  P.O. Box 16 ,,Cutler,Ontario,P0P1B0,www.serpentriverfn.ca,200,"4,446",0,0,"4,446",0,0,0,0
Severn Township Library,L0258,2018,Southern Ontario Library Service,Public or Union Library,31 Coldwater Rd. Box 278 ,31 Coldwater Road ,Coldwater,Ontario,L0K1E0,http:// www.coldwater.library.on.ca/,867,"14,879",0,0,"14,879","94,892",766,415,"96,073"
Shawanaga FN,L0418,2018,Ontario Library Service - North,First Nations Library,2 Church St. R.R. #1 ,2 Church St. ,Nobel,Ontario,P0G1G0,www,205,"3,268",0,320,"3,588",0,0,0,0
Shelburne,L0075,2018,Southern Ontario Library Service,Public or Union Library,201 Owen Sound St. ,201 Owen Sound St. ,Shelburne,Ontario,L9V3L2,www.shelburnelibrary.ca,"7,046","40,412",382,38,"40,832","82,191",619,41,"82,851"
Sheshegwaning FN,L0419,2018,Ontario Library Service - North,First Nations Library,1125 Sheshegwaning Road ,1125 Sheshegwaning Road ,Sheshegwaning,Ontario,P0P1X0,www.olsn.ca/sheshegwaning/,50,"2,050",0,60,"2,110",0,0,0,0
Simcoe County Co-operative,L0307,2018,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",1110 HWY 26 ,1110 HWY 26 ,Midhurst,Ontario,L0L1X0,http://www.simcoe.ca/dpt/lib,732,"16,841",0,"2,489","19,330","12,701",147,374,"13,222"
Sioux Lookout,L0031,2018,Ontario Library Service - North,Public or Union Library,P.O. Box 1028 ,21 Fifth Avenue ,Sioux Lookout,Ontario,P8T1B3,http://www.slpl.on.ca,"1,675","20,982",289,0,"21,271","82,218",619,41,"82,878"
Sioux Narrows Nestor Falls Twp,L0308,2018,Ontario Library Service - North,Public or Union Library,P.O. Box 119 ,Hwy 71 ,Sioux Narrows,Ontario,P0X1N0,,448,"8,369",0,0,"8,369",55,0,0,55
Six Nations FN,L0420,2018,Southern Ontario Library Service,First Nations Library,P.O. Box 149 ,1679 Chiefswood Road ,Ohsweken,Ontario,N0A1M0,www.snpl.ca,"4,094","22,445",0,100,"22,545","82,191",619,41,"82,851"
Smiths Falls,L0209,2018,Southern Ontario Library Service,Public or Union Library,81 Beckwith Street North ,,Smiths Falls,Ontario,K7A2B9,www.smithsfallslibrary.ca,"3,918","40,100",726,0,"40,826","82,191",619,41,"82,851"
Smooth Rock Falls,L0310,2018,Ontario Library Service - North,Public or Union Library,P.O. Box 670 ,120 Rue Ross ,Smooth Rock Falls,Ontario,P0L2B0,www.nt.net/smooth/index.html,625,"14,563","9,880",0,"24,443",57,2,0,59
South Algonquin Twp,L0311,2018,Ontario Library Service - North,Public or Union Library,Post Street P.O. Box 208 ,Post Street P.O. Box 208 ,Whitney,Ontario,K0J2M0,www.olsn.ca/southalgonquin,500,"19,972",75,0,"20,047","82,191",619,41,"82,851"
South River-Machar Union,L0312,2018,Ontario Library Service - North,Public or Union Library,P.O. Box 190 ,63 Marie Street ,South River,Ontario,P0A1X0,http://www.olsn.ca/srmupl,771,"7,631",4,0,"7,635","82,191",619,41,"82,851"
Southgate Twp.,L0332,2018,Southern Ontario Library Service,Public or Union Library,Box 190 ,80 Proton St. N. ,Dundalk,Ontario,N0C1B0,www.southgate-library.com,"2,596","17,768",47,0,"17,815","82,225",619,41,"82,885"
Spanish Twp,L0381,2018,Ontario Library Service - North,Public or Union Library,8 Trunk Road P.O. Box 329 ,8 Trunk Road ,Spanish,Ontario,P0P2A0,www.town.spanish.on.ca/pages/library.asp,166,"5,670",145,0,"5,815","82,191",619,41,"82,851"
Springwater Twp,L0259,2018,Southern Ontario Library Service,Public or Union Library,12 Finlay Mill Rd. ,12 Finlay Mill Road ,Midhurst,Ontario,L9X0N7,http://www.springwater.library.on.ca,"6,860","34,335",494,6,"34,835","12,701",147,374,"13,222"
St. Catharines,L0025,2018,Southern Ontario Library Service,Public or Union Library,54 Church Street ,,St. Catharines,Ontario,L2R7K2,http://www.stcatharines.library.on.ca,"62,903","192,200","2,779",216,"195,195","5,556",0,0,"5,556"
St. Charles,L0313,2018,Ontario Library Service - North,Public or Union Library,P.O. Box 40 ,"22 St Anne St, Fabien Gauthier Business Ctr ",St. Charles,Ontario,P0M2W0,www.olsn.ca/stcharles,288,"6,929","2,702",0,"9,631",97,0,0,97
St. Joseph Twp,L0314,2018,Ontario Library Service - North,Public or Union Library,1240 Richards Street P.O. Box  9 ,1240 Richards Street ,Richards Landing,Ontario,P0R1J0,http://www.olsn.ca/stjoseph/,"1,429","8,935",27,6,"8,968","82,191",619,41,"82,851"
St. Marys Public Library,L0271,2018,Southern Ontario Library Service,Public or Union Library,15 Church St. N. P.O. Box 700 ,15 Church St. North ,St. Marys,Ontario,N4X1B4,www.stmarys.library.on.ca,"2,753","30,030",4,0,"30,034","35,067",196,261,"35,524"
St. Thomas,L0315,2018,Southern Ontario Library Service,Public or Union Library,153 Curtis Street ,,St. Thomas,Ontario,N5P3Z7,www.st-thomas.library.on.ca,"14,124","89,132","2,074",764,"91,970","82,324",619,41,"82,984"
Stirling-Rawdon,L0318,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 730 ,43 West Front St. ,Stirling,Ontario,K0K3E0,www.stirlinglibrary.com,"1,196","23,679",133,0,"23,812","82,191",619,41,"82,851"
"Stormont, Dundas & Glengarry County",L0319,2018,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",26 Pitt Street ,,Cornwall,Ontario,K6J3P2,www.sdglibrary.ca,"10,976","53,536","4,511",0,"58,047","9,683",265,8,"9,956"
Stratford,L0269,2018,Southern Ontario Library Service,Public or Union Library,19 St. Andrew Street ,19 St. Andrew Street ,Stratford,Ontario,N5A1A2,www.stratford.library.on.ca,"8,522","52,169","1,629",124,"53,922","35,067",196,261,"35,524"
Sundridge-Strong Union,L0284,2018,Ontario Library Service - North,Public or Union Library,110 Main Street P.O. Box 429 ,110 Main Street ,Sundridge,Ontario,P0A1Z0,http://sundridge.olsn.ca,634,"10,069",29,0,"10,098","147,141",619,41,"147,801"
Tarbutt & Tarbutt Additional Twp,L0341,2018,Ontario Library Service - North,Contracting Municipality,27 Barr Road R.R. #1 ,27 Barr Road ,Desbarats,Ontario,P0R1E0,www.tarbutttownship.com,0,0,0,0,0,0,0,0,0
Tay Twp,L0342,2018,Southern Ontario Library Service,Public or Union Library,Albert Street P.O. Box 158 ,145 Albert Street ,Victoria Harbour,Ontario,L0K2A0,www.tay.library.on.ca,"2,179","30,707",95,0,"30,802","12,701",147,374,"13,222"
Tehkummah Twp,L0343,2018,Ontario Library Service - North,Public or Union Library,456 Hwy 542A ,456 Hwy 542A ,Tehkummah,Ontario,P0P2C0,tehklib@yahoo.ca,456,"14,000",0,0,"14,000",0,0,0,0
Temagami,L0021,2018,Ontario Library Service - North,Public or Union Library,"7 Lakeshore Drive, Welcome Centre P.O. Box 220 ","7 Lakeshore Drive, Welcome Centre ",Temagami,Ontario,P0H2H0,www.temagami.library.on.ca,343,"7,286",14,0,"7,300","82,191",619,41,"82,851"
Temagami FN,L0439,2018,Ontario Library Service - North,First Nations Library,General Delivery ,,Bear Island,Ontario,P0H1C0,www.temagamifirstnation.ca,127,"5,100",7,10,"5,117",0,0,0,0
Temiskaming Shores,L1037,2018,Ontario Library Service - North,Public or Union Library,P. O. Box 2090 ,545 Lakeshore Rd. ,Haileybury,Ontario,P0J1K0,www.temisklibrary.com,"2,780","35,681","11,161",0,"46,842","92,580","6,447",41,"99,068"
Terrace Bay Twp,L0344,2018,Ontario Library Service - North,Public or Union Library,13 Selkirk Avenue P.O. Box 369 ,13 Selkirk Avenue ,Terrace Bay,Ontario,P0T2W0,terracebay.library.on.ca,944,"16,959",575,0,"17,534","82,191",619,41,"82,851"
The Blue Mountains,L0065,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 580 ,173 Bruce Street South ,Thornbury,Ontario,N0H2P0,www.thebluemountainslibrary.ca,"4,595","25,307",295,0,"25,602","83,213",619,41,"83,873"
Thessalon,L0346,2018,Ontario Library Service - North,Public or Union Library,187 Main Street P.O. Box 549 ,187 Main Street ,Thessalon,Ontario,P0R1L0,www.thesslibcap.com,506,"11,987",18,0,"12,005","82,191",619,41,"82,851"
Thessalon FN,L0422,2018,Ontario Library Service - North,First Nations Library,40 Sugarbush Rd. R.R. #2  ,,Thessalon,Ontario,P0R1L0,,160,"2,127",0,0,"2,127",0,0,0,0
"Thornloe, Village of",L0347,2018,Ontario Library Service - North,Contracting Municipality,P.O. Box 546 ,35 Tenth Street ,Earlton,Ontario,P0J1E0,www.armstrongtownship.com,0,0,0,0,0,0,0,0,0
Thorold,L0348,2018,Southern Ontario Library Service,Public or Union Library,14 Ormond Street North ,,Thorold,Ontario,L2V1Y8,www.thoroldpubliclibrary.ca,"8,557","76,015",416,439,"76,870","97,553",0,0,"97,553"
Thunder Bay,L0349,2018,Ontario Library Service - North,Public or Union Library,285 Red River Road ,285 Red River Road ,Thunder Bay,Ontario,P7B1A9,www.tbpl.ca,"25,937","128,166","3,707","2,318","134,191","419,617","2,861","11,097","433,575"
Timmins,L0351,2018,Ontario Library Service - North,Public or Union Library,320 Second Avenue ,,Timmins,Ontario,P4N8A4,http://tpl.timmins.ca,"13,691","79,410","27,815",0,"107,225","85,050","6,447",41,"91,538"
Tiny Twp,L0352,2018,Southern Ontario Library Service,Contracting Municipality,130 Balm Beach Rd w ,130 Balm Beach Road West ,Perkinsfield,Ontario,L0L2J0,www.tiny.ca,0,0,0,0,0,0,0,0,0
Toronto,L0353,2018,Toronto,Public or Union Library,789 Yonge Street ,,Toronto,Ontario,M4W2G8,www.torontopubliclibrary.ca,"912,991","3,726,134","60,122","220,784","4,007,040","215,490","3,480","5,901","224,871"
